Case ID,Events,Variant,Variant index,Started,Finished,Duration,Duration (milliseconds)
10061280,51,Variant 4,4,06.01.2014 09:00:00,24.02.2014 17:51:01,"49 days, 8 hours",4265461000
10063988,100,Variant 5,5,07.01.2014 09:00:00,24.07.2014 22:22:31,"198 days, 13 hours",17155351000
10065022,12,Variant 6,6,08.01.2014 09:00:00,10.01.2014 09:00:00,2 days,172800000
10085342,61,Variant 7,7,09.01.2014 09:00:00,06.03.2014 21:18:03,"56 days, 12 hours",4882683000
10089807,59,Variant 8,8,10.01.2014 09:00:00,10.05.2014 01:47:06,"119 days, 16 hours",10342026000
10103656,75,Variant 9,9,14.01.2014 09:00:00,10.05.2014 01:50:53,"115 days, 16 hours",9996653000
10128082,59,Variant 10,10,16.01.2014 09:00:00,10.05.2014 01:46:24,"113 days, 16 hours",9823584000
10178084,42,Variant 11,11,20.01.2014 09:00:00,19.11.2014 18:24:11,"303 days, 9 hours",26213051000
10180026,50,Variant 12,12,21.01.2014 09:00:00,10.03.2014 18:46:09,"48 days, 9 hours",4182369000
10190750,71,Variant 13,13,22.01.2014 09:00:00,10.05.2014 01:47:43,"107 days, 16 hours",9305263000
10206704,9,Variant 14,14,27.01.2014 09:00:00,29.01.2014 09:00:00,2 days,172800000
10233930,35,Variant 15,15,28.01.2014 09:00:00,18.06.2014 08:00:00,"140 days, 23 hours",12178800000
10249318,50,Variant 16,16,31.01.2014 09:00:00,17.02.2014 18:34:38,"17 days, 9 hours",1503278000
10269075,130,Variant 17,17,31.01.2014 09:00:00,05.01.2015 19:48:29,"339 days, 10 hours",29328509000
10284712,59,Variant 18,18,04.02.2014 09:00:00,12.06.2014 08:00:00,"127 days, 23 hours",11055600000
10286510,59,Variant 19,19,05.02.2014 09:00:00,19.09.2014 19:56:38,"226 days, 10 hours",19565798000
10288738,50,Variant 20,20,05.02.2014 09:00:00,24.02.2014 17:44:55,"19 days, 8 hours",1673095000
10332056,50,Variant 21,21,11.02.2014 09:00:00,25.02.2014 09:00:00,14 days,1209600000
10333402,64,Variant 22,22,11.02.2014 09:00:00,22.04.2014 17:13:05,"70 days, 8 hours",6077585000
10334099,50,Variant 23,23,12.02.2014 09:00:00,26.02.2014 21:54:41,"14 days, 12 hours",1256081000
10335644,24,Variant 24,24,12.02.2014 09:00:00,24.02.2014 09:00:00,12 days,1036800000
10341742,52,Variant 25,25,13.02.2014 09:00:00,19.09.2014 19:55:23,"218 days, 10 hours",18874523000
10344417,50,Variant 26,26,13.02.2014 09:00:00,19.02.2014 18:26:53,"6 days, 9 hours",552413000
10354005,82,Variant 27,27,16.02.2014 09:00:00,09.02.2015 09:00:00,358 days,30931200000
10376989,50,Variant 28,28,17.02.2014 09:00:00,27.02.2014 18:04:53,"10 days, 9 hours",896693000
10387347,65,Variant 29,29,20.02.2014 09:00:00,10.05.2014 01:49:35,"78 days, 16 hours",6799775000
10392184,59,Variant 30,30,20.02.2014 09:00:00,10.05.2014 01:50:16,"78 days, 16 hours",6799816000
10438066,50,Variant 31,31,25.02.2014 09:00:00,05.03.2014 09:00:00,8 days,691200000
10441942,59,Variant 32,32,25.02.2014 09:00:00,16.04.2014 21:42:33,"50 days, 12 hours",4365753000
10465944,60,Variant 33,33,28.02.2014 09:00:00,26.09.2014 23:47:18,"210 days, 14 hours",18197238000
10469416,67,Variant 34,34,28.02.2014 09:00:00,18.03.2014 21:10:28,"18 days, 12 hours",1599028000
10471052,59,Variant 35,35,28.02.2014 09:00:00,15.12.2014 21:10:22,"290 days, 12 hours",25099822000
10478085,74,Variant 36,36,28.02.2014 09:00:00,09.09.2014 15:54:47,"193 days, 6 hours",16700087000
10519965,75,Variant 37,37,10.03.2014 09:00:00,02.07.2014 17:00:28,"114 days, 8 hours",9878428000
10561935,59,Variant 38,38,12.03.2014 09:00:00,10.05.2014 01:51:44,"58 days, 16 hours",5071904000
10666632,50,Variant 39,39,17.03.2014 09:00:00,10.04.2014 20:00:47,"24 days, 11 hours",2113247000
10688246,50,Variant 40,40,18.03.2014 09:00:00,09.04.2014 18:46:33,"22 days, 9 hours",1935993000
10707560,74,Variant 41,41,19.03.2014 09:00:00,01.10.2014 17:50:04,"196 days, 8 hours",16966204000
10722191,59,Variant 42,42,20.03.2014 09:00:00,13.06.2014 23:35:50,"85 days, 14 hours",7396550000
10730123,51,Variant 43,43,20.03.2014 09:00:00,14.04.2014 17:02:09,"25 days, 8 hours",2188929000
10734431,47,Variant 44,44,21.03.2014 09:00:00,13.05.2014 16:32:56,"53 days, 7 hours",4606376000
10738502,20,Variant 45,45,25.03.2014 09:00:00,18.12.2014 21:51:46,"268 days, 12 hours",23201506000
10763516,61,Variant 46,46,25.03.2014 09:00:00,28.11.2014 21:33:13,"248 days, 12 hours",21472393000
10774231,19,Variant 47,47,28.03.2014 09:00:00,07.04.2014 20:21:05,"10 days, 11 hours",904865000
10778455,61,Variant 48,48,31.03.2014 08:00:00,06.06.2014 17:15:14,"67 days, 9 hours",5822114000
10837828,59,Variant 49,49,06.04.2014 08:00:00,13.06.2014 23:46:47,"68 days, 15 hours",5932007000
10862879,50,Variant 50,50,08.04.2014 08:00:00,25.04.2014 08:00:00,17 days,1468800000
10873742,74,Variant 51,51,10.04.2014 08:00:00,01.07.2014 16:40:32,"82 days, 8 hours",7116032000
10878259,60,Variant 52,52,10.04.2014 08:00:00,21.07.2014 17:47:03,"102 days, 9 hours",8848023000
10899052,59,Variant 53,53,14.04.2014 08:00:00,13.06.2014 23:48:09,"60 days, 15 hours",5240889000
10907737,62,Variant 54,54,15.04.2014 08:00:00,04.07.2014 19:42:55,"80 days, 11 hours",6954175000
10928578,94,Variant 55,55,16.04.2014 08:00:00,24.10.2014 18:12:47,"191 days, 10 hours",16539167000
10940705,59,Variant 56,56,18.04.2014 08:00:00,13.06.2014 23:49:11,"56 days, 15 hours",4895351000
10975611,43,Variant 57,57,22.04.2014 08:00:00,14.05.2014 23:56:14,"22 days, 15 hours",1958174000
10980099,12,Variant 58,58,22.04.2014 08:00:00,28.04.2014 08:00:00,6 days,518400000
10983036,49,Variant 59,59,23.04.2014 08:00:00,17.06.2014 19:18:36,"55 days, 11 hours",4792716000
10987464,63,Variant 60,60,24.04.2014 08:00:00,03.06.2014 17:17:38,"40 days, 9 hours",3489458000
10996800,75,Variant 61,61,28.04.2014 08:00:00,01.10.2014 00:31:29,"155 days, 16 hours",13451489000
11024938,50,Variant 62,62,30.04.2014 08:00:00,26.05.2014 08:00:00,26 days,2246400000
11052557,47,Variant 63,63,05.05.2014 08:00:00,30.06.2014 19:26:00,"56 days, 11 hours",4879560000
11053344,103,Variant 64,64,06.05.2014 08:00:00,19.02.2015 20:23:07,"289 days, 12 hours",25014187000
11079985,24,Variant 65,65,02.05.2014 08:00:00,17.06.2014 08:00:00,46 days,3974400000
11085177,51,Variant 66,66,06.05.2014 08:00:00,17.09.2014 16:49:44,"134 days, 8 hours",11609384000
11119493,74,Variant 67,67,06.05.2014 08:00:00,12.11.2014 18:54:45,"190 days, 10 hours",16455285000
11168151,56,Variant 68,68,08.05.2014 08:00:00,11.08.2014 21:15:34,"95 days, 13 hours",8255734000
11174978,61,Variant 69,69,08.05.2014 08:00:00,11.06.2014 08:00:00,34 days,2937600000
