Case ID,Events,Variant,Variant index,Started,Finished,Duration,Duration (milliseconds)
10002357,46,Variant 4,4,05.08.2014 08:00:00,07.10.2014 19:55:52,"63 days, 11 hours",5486152000
10003250,13,Variant 1,1,05.08.2014 08:00:00,06.08.2014 17:35:43,"1 day, 9 hours",120943000
10044776,13,Variant 5,5,14.08.2014 08:00:00,14.08.2014 20:00:38,"12 hours, 38 secs",43238000
10069611,116,Variant 6,6,19.08.2014 08:00:00,05.03.2015 09:00:00,"198 days, 1 hour",17110800000
10089882,53,Variant 7,7,21.08.2014 08:00:00,22.10.2014 19:34:49,"62 days, 11 hours",5398489000
10090841,41,Variant 8,8,21.08.2014 08:00:00,02.10.2014 16:52:34,"42 days, 8 hours",3660754000
10127687,42,Variant 9,9,28.08.2014 08:00:00,22.09.2014 08:00:00,25 days,2160000000
10143051,43,Variant 10,10,29.08.2014 08:00:00,12.09.2014 17:12:16,"14 days, 9 hours",1242736000
10157678,55,Variant 11,11,02.09.2014 08:00:00,29.10.2014 19:14:21,"57 days, 11 hours",4965261000
10158287,41,Variant 12,12,02.09.2014 08:00:00,22.09.2014 08:00:00,20 days,1728000000
10159048,42,Variant 13,13,28.08.2014 08:00:00,06.10.2014 16:44:55,"39 days, 8 hours",3401095000
10160707,42,Variant 14,14,28.08.2014 08:00:00,10.09.2014 08:00:00,13 days,1123200000
10169159,42,Variant 15,15,04.09.2014 08:00:00,10.09.2014 18:04:21,"6 days, 10 hours",554661000
10169883,42,Variant 16,16,04.09.2014 08:00:00,10.09.2014 08:00:00,6 days,518400000
10184319,53,Variant 17,17,08.09.2014 08:00:00,07.10.2014 18:35:29,"29 days, 10 hours",2543729000
10187548,5,Variant 18,18,05.09.2014 08:00:00,08.09.2014 08:00:00,3 days,259200000
10213687,42,Variant 19,19,10.09.2014 08:00:00,22.09.2014 08:00:00,12 days,1036800000
10229044,42,Variant 20,20,04.09.2014 08:00:00,17.10.2014 19:17:17,"43 days, 11 hours",3755837000
10236565,44,Variant 21,21,13.09.2014 08:00:00,19.09.2014 19:37:19,"6 days, 11 hours",560239000
10242797,42,Variant 22,22,15.09.2014 08:00:00,03.10.2014 20:03:23,"18 days, 12 hours",1598603000
