Case ID,Events,Variant,Variant index,Started,Finished,Duration,Duration (milliseconds)
10009138,45,Variant 16,16,11.04.2014 08:00:00,05.06.2014 08:00:00,55 days,4752000000
10051383,57,Variant 17,17,17.04.2014 08:00:00,26.06.2014 08:00:00,70 days,6048000000
10053042,57,Variant 18,18,14.04.2014 08:00:00,03.07.2014 08:00:00,80 days,6912000000
10083315,58,Variant 19,19,17.04.2014 08:00:00,17.07.2014 08:00:00,91 days,7862400000
10093171,46,Variant 20,20,22.04.2014 08:00:00,10.07.2014 08:00:00,79 days,6825600000
10128431,56,Variant 21,21,25.04.2014 08:00:00,17.06.2014 23:34:15,"53 days, 15 hours",4635255000
10153084,58,Variant 22,22,29.04.2014 08:00:00,17.06.2014 08:00:00,49 days,4233600000
10154600,47,Variant 23,23,30.04.2014 08:00:00,03.07.2014 08:00:00,64 days,5529600000
10186016,71,Variant 24,24,02.05.2014 08:00:00,12.08.2014 21:55:31,"102 days, 13 hours",8862931000
10186644,55,Variant 25,25,01.05.2014 08:00:00,26.06.2014 08:00:00,56 days,4838400000
10292508,34,Variant 26,26,09.05.2014 08:00:00,23.07.2014 19:06:05,"75 days, 11 hours",6519965000
10294414,52,Variant 27,27,30.04.2014 08:00:00,12.01.2015 09:00:00,"257 days, 1 hour",22208400000
10295206,52,Variant 28,28,07.05.2014 08:00:00,31.07.2014 08:00:00,85 days,7344000000
10297111,52,Variant 29,29,07.05.2014 08:00:00,31.07.2014 08:00:00,85 days,7344000000
10333518,43,Variant 30,30,12.05.2014 08:00:00,03.07.2014 08:00:00,52 days,4492800000
10339356,44,Variant 31,31,12.05.2014 08:00:00,03.07.2014 08:00:00,52 days,4492800000
10342607,44,Variant 32,32,14.05.2014 08:00:00,03.07.2014 08:00:00,50 days,4320000000
10361639,25,Variant 33,33,23.01.2014 09:00:00,03.12.2014 09:00:00,314 days,27129600000
10368001,59,Variant 34,34,19.05.2014 08:00:00,29.07.2014 19:15:07,"71 days, 11 hours",6174907000
10432793,54,Variant 35,35,19.05.2014 08:00:00,23.10.2014 08:00:00,157 days,13564800000
10434329,59,Variant 36,36,21.05.2014 08:00:00,02.12.2014 09:00:00,"195 days, 1 hour",16851600000
10443842,44,Variant 37,37,22.05.2014 08:00:00,16.07.2014 08:00:00,55 days,4752000000
10457489,52,Variant 38,38,20.05.2014 08:00:00,11.08.2014 08:00:00,83 days,7171200000
10492879,55,Variant 39,39,26.05.2014 08:00:00,17.07.2014 08:00:00,52 days,4492800000
10497848,44,Variant 40,40,28.05.2014 08:00:00,03.07.2014 08:00:00,36 days,3110400000
10499998,50,Variant 41,41,27.05.2014 08:00:00,14.01.2015 01:03:42,"231 days, 17 hours",20019822000
10501095,57,Variant 42,42,28.05.2014 08:00:00,21.10.2014 22:39:23,"146 days, 14 hours",12667163000
10542627,52,Variant 43,43,04.06.2014 08:00:00,21.08.2014 08:00:00,78 days,6739200000
10547191,50,Variant 44,44,04.06.2014 08:00:00,21.08.2014 08:00:00,78 days,6739200000
10548783,52,Variant 45,45,04.06.2014 08:00:00,11.08.2014 08:00:00,68 days,5875200000
10549639,44,Variant 46,46,04.06.2014 08:00:00,22.07.2014 08:00:00,48 days,4147200000
10563369,32,Variant 47,47,05.06.2014 08:00:00,10.07.2014 22:32:22,"35 days, 14 hours",3076342000
10564529,79,Variant 48,48,03.06.2014 08:00:00,07.01.2015 09:00:00,"218 days, 1 hour",18838800000
10593326,47,Variant 49,49,10.06.2014 08:00:00,30.07.2014 08:00:00,50 days,4320000000
10621018,47,Variant 50,50,13.06.2014 08:00:00,30.07.2014 08:00:00,47 days,4060800000
10658101,3,Variant 9,9,15.06.2014 08:00:00,26.06.2014 08:00:00,11 days,950400000
10658878,55,Variant 51,51,18.06.2014 08:00:00,21.08.2014 08:00:00,64 days,5529600000
10667547,47,Variant 52,52,19.06.2014 08:00:00,07.11.2014 20:35:00,"141 days, 12 hours",12227700000
10678601,47,Variant 53,53,20.06.2014 08:00:00,30.07.2014 08:00:00,40 days,3456000000
10680228,19,Variant 54,54,20.06.2014 08:00:00,26.06.2014 08:00:00,6 days,518400000
10721050,53,Variant 55,55,26.06.2014 08:00:00,08.09.2014 08:00:00,74 days,6393600000
10729965,72,Variant 56,56,24.06.2014 08:00:00,16.10.2014 08:00:00,114 days,9849600000
10785146,52,Variant 57,57,02.07.2014 08:00:00,22.09.2014 08:00:00,82 days,7084800000
10786320,52,Variant 58,58,02.07.2014 08:00:00,22.09.2014 08:00:00,82 days,7084800000
10788794,44,Variant 59,59,01.07.2014 08:00:00,21.08.2014 08:00:00,51 days,4406400000
10845919,44,Variant 60,60,04.07.2014 08:00:00,21.08.2014 08:00:00,48 days,4147200000
10853127,30,Variant 61,61,06.07.2014 08:00:00,01.08.2014 18:29:49,"26 days, 10 hours",2284189000
10880883,32,Variant 62,62,08.07.2014 08:00:00,01.08.2014 18:00:14,"24 days, 10 hours",2109614000
10882557,26,Variant 63,63,11.07.2014 08:00:00,11.12.2014 09:00:00,"153 days, 1 hour",13222800000
10883461,55,Variant 64,64,11.07.2014 08:00:00,07.10.2014 08:00:00,88 days,7603200000
10885734,55,Variant 65,65,09.07.2014 08:00:00,30.09.2014 19:17:03,"83 days, 11 hours",7211823000
10896735,57,Variant 66,66,13.07.2014 08:00:00,07.10.2014 21:58:00,"86 days, 13 hours",7480680000
10906419,70,Variant 67,67,09.07.2014 08:00:00,18.12.2014 09:00:00,"162 days, 1 hour",14000400000
10909487,56,Variant 68,68,09.07.2014 08:00:00,04.09.2014 08:00:00,57 days,4924800000
10914682,13,Variant 69,69,15.07.2014 08:00:00,21.07.2014 08:00:00,6 days,518400000
10917408,44,Variant 70,70,17.07.2014 08:00:00,16.10.2014 08:00:00,91 days,7862400000
10922143,60,Variant 71,71,18.07.2014 08:00:00,16.10.2014 08:00:00,90 days,7776000000
10948750,54,Variant 72,72,22.07.2014 08:00:00,27.10.2014 09:00:00,"97 days, 1 hour",8384400000
10949790,44,Variant 73,73,24.07.2014 08:00:00,21.08.2014 08:00:00,28 days,2419200000
10958968,46,Variant 74,74,25.07.2014 08:00:00,23.09.2014 20:56:50,"60 days, 12 hours",5230610000
10963040,36,Variant 75,75,27.07.2014 08:00:00,02.10.2014 17:11:06,"67 days, 9 hours",5821866000
10965702,55,Variant 76,76,28.07.2014 08:00:00,29.10.2014 21:05:19,"93 days, 13 hours",8082319000
10984450,55,Variant 77,77,30.07.2014 08:00:00,29.09.2014 16:57:51,"61 days, 8 hours",5302671000
10996067,43,Variant 78,78,30.07.2014 08:00:00,22.09.2014 18:47:11,"54 days, 10 hours",4704431000
10997930,40,Variant 79,79,31.07.2014 08:00:00,25.09.2014 17:59:02,"56 days, 9 hours",4874342000
11031897,54,Variant 80,80,05.08.2014 08:00:00,17.11.2014 09:00:00,"104 days, 1 hour",8989200000
11032730,52,Variant 81,81,07.08.2014 08:00:00,06.11.2014 09:00:00,"91 days, 1 hour",7866000000
11044389,54,Variant 82,82,06.08.2014 08:00:00,17.12.2014 09:00:00,"133 days, 1 hour",11494800000
11080766,57,Variant 83,83,12.08.2014 08:00:00,11.11.2014 09:00:00,"91 days, 1 hour",7866000000
11090471,44,Variant 84,84,14.08.2014 08:00:00,07.10.2014 08:00:00,54 days,4665600000
11092833,53,Variant 85,85,14.08.2014 08:00:00,06.11.2014 09:00:00,"84 days, 1 hour",7261200000
11156570,46,Variant 86,86,26.08.2014 08:00:00,16.10.2014 08:00:00,51 days,4406400000
11175470,60,Variant 87,87,26.08.2014 08:00:00,03.12.2014 09:00:00,"99 days, 1 hour",8557200000
11179969,55,Variant 88,88,27.08.2014 08:00:00,02.12.2014 20:25:47,"97 days, 12 hours",8425547000
11203549,46,Variant 89,89,27.08.2014 08:00:00,16.10.2014 08:00:00,50 days,4320000000
11206781,43,Variant 90,90,28.08.2014 08:00:00,16.10.2014 08:00:00,49 days,4233600000
11210950,81,Variant 91,91,29.08.2014 08:00:00,19.02.2015 09:00:00,"174 days, 1 hour",15037200000
11214970,47,Variant 92,92,29.08.2014 08:00:00,16.10.2014 08:00:00,48 days,4147200000
11215986,21,Variant 93,93,01.09.2014 08:00:00,18.09.2014 17:37:02,"17 days, 9 hours",1503422000
11217514,59,Variant 94,94,01.09.2014 08:00:00,04.12.2014 09:00:00,"94 days, 1 hour",8125200000
11246177,44,Variant 95,95,28.08.2014 08:00:00,16.10.2014 08:00:00,49 days,4233600000
11247144,54,Variant 96,96,26.08.2014 08:00:00,12.01.2015 09:00:00,"139 days, 1 hour",12013200000
11248492,35,Variant 97,97,02.09.2014 08:00:00,02.12.2014 20:58:03,"91 days, 12 hours",7909083000
11276025,14,Variant 98,98,03.09.2014 08:00:00,08.09.2014 18:19:29,"5 days, 10 hours",469169000
11288632,46,Variant 99,99,08.09.2014 08:00:00,16.10.2014 08:00:00,38 days,3283200000
11315741,62,Variant 100,100,09.09.2014 08:00:00,05.11.2014 09:00:00,"57 days, 1 hour",4928400000
11318823,61,Variant 101,101,08.09.2014 08:00:00,05.11.2014 09:00:00,"58 days, 1 hour",5014800000
11319620,49,Variant 102,102,09.09.2014 08:00:00,05.11.2014 09:00:00,"57 days, 1 hour",4928400000
11332348,47,Variant 103,103,11.09.2014 08:00:00,05.11.2014 09:00:00,"55 days, 1 hour",4755600000
11483837,49,Variant 104,104,23.09.2014 08:00:00,05.11.2014 09:00:00,"43 days, 1 hour",3718800000
11510141,21,Variant 105,105,26.09.2014 08:00:00,21.10.2014 21:47:14,"25 days, 13 hours",2209634000
11514392,44,Variant 106,106,29.09.2014 08:00:00,21.11.2014 09:00:00,"53 days, 1 hour",4582800000
11553586,46,Variant 107,107,01.10.2014 08:00:00,20.11.2014 09:00:00,"50 days, 1 hour",4323600000
11556826,30,Variant 108,108,23.09.2014 08:00:00,18.12.2014 09:00:00,"86 days, 1 hour",7434000000
11563660,13,Variant 109,109,01.10.2014 08:00:00,02.10.2014 22:35:51,"1 day, 14 hours",138951000
11579112,46,Variant 110,110,01.10.2014 08:00:00,25.11.2014 09:00:00,"55 days, 1 hour",4755600000
11585113,65,Variant 111,111,02.10.2014 08:00:00,14.01.2015 01:12:21,"103 days, 17 hours",8961141000
11587185,47,Variant 112,112,03.10.2014 08:00:00,26.11.2014 09:00:00,"54 days, 1 hour",4669200000
11588105,44,Variant 113,113,02.10.2014 08:00:00,20.11.2014 09:00:00,"49 days, 1 hour",4237200000
11590099,40,Variant 114,114,05.10.2014 08:00:00,04.12.2014 09:00:00,"60 days, 1 hour",5187600000
11593238,46,Variant 115,115,06.10.2014 08:00:00,30.10.2014 09:00:00,"24 days, 1 hour",2077200000
11662273,18,Variant 116,116,07.10.2014 08:00:00,30.10.2014 09:00:00,"23 days, 1 hour",1990800000
11672705,68,Variant 117,117,10.10.2014 08:00:00,19.02.2015 09:00:00,"132 days, 1 hour",11408400000
11717156,47,Variant 118,118,13.10.2014 08:00:00,26.11.2014 09:00:00,"44 days, 1 hour",3805200000
11722708,62,Variant 119,119,15.10.2014 08:00:00,10.12.2014 09:00:00,"56 days, 1 hour",4842000000
11740586,49,Variant 120,120,09.10.2014 08:00:00,03.12.2014 09:00:00,"55 days, 1 hour",4755600000
11741491,32,Variant 121,121,09.10.2014 08:00:00,18.02.2015 09:00:00,"132 days, 1 hour",11408400000
11742935,42,Variant 122,122,16.10.2014 08:00:00,04.12.2014 09:00:00,"49 days, 1 hour",4237200000
11746282,30,Variant 123,123,17.10.2014 08:00:00,07.01.2015 09:00:00,"82 days, 1 hour",7088400000
11773351,44,Variant 124,124,22.10.2014 08:00:00,11.11.2014 09:00:00,"20 days, 1 hour",1731600000
11776149,17,Variant 125,125,16.10.2014 08:00:00,27.10.2014 21:21:47,"11 days, 13 hours",998507000
11778258,45,Variant 126,126,22.10.2014 08:00:00,31.12.2014 09:00:00,"70 days, 1 hour",6051600000
11782352,58,Variant 127,127,20.10.2014 08:00:00,21.01.2015 09:00:00,"93 days, 1 hour",8038800000
11798638,61,Variant 128,128,21.10.2014 08:00:00,06.01.2015 23:29:11,"77 days, 15 hours",6708551000
11800377,44,Variant 129,129,22.10.2014 08:00:00,10.12.2014 09:00:00,"49 days, 1 hour",4237200000
11903517,49,Variant 130,130,30.10.2014 09:00:00,24.12.2014 09:00:00,55 days,4752000000
11907102,44,Variant 131,131,27.10.2014 09:00:00,16.12.2014 09:00:00,50 days,4320000000
11908759,59,Variant 132,132,31.10.2014 09:00:00,24.12.2014 09:00:00,54 days,4665600000
11942572,47,Variant 133,133,03.11.2014 09:00:00,24.12.2014 09:00:00,51 days,4406400000
11984428,48,Variant 134,134,11.11.2014 09:00:00,20.01.2015 20:46:51,"70 days, 11 hours",6090411000
12001876,36,Variant 135,135,10.11.2014 09:00:00,13.01.2015 19:52:46,"64 days, 10 hours",5568766000
12004820,47,Variant 136,136,10.11.2014 09:00:00,24.12.2014 09:00:00,44 days,3801600000
12009101,47,Variant 137,137,11.11.2014 09:00:00,31.12.2014 09:00:00,50 days,4320000000
12026796,47,Variant 138,138,13.11.2014 09:00:00,24.12.2014 09:00:00,41 days,3542400000
12034946,66,Variant 139,139,17.11.2014 09:00:00,28.01.2015 09:00:00,72 days,6220800000
12088688,17,Variant 140,140,18.11.2014 09:00:00,20.11.2014 22:06:43,"2 days, 13 hours",220003000
12093942,47,Variant 141,141,19.11.2014 09:00:00,21.01.2015 09:00:00,63 days,5443200000
12095288,25,Variant 142,142,18.11.2014 09:00:00,17.02.2015 09:00:00,91 days,7862400000
12095533,13,Variant 3,3,18.11.2014 09:00:00,21.11.2014 09:00:00,3 days,259200000
12097890,52,Variant 143,143,18.11.2014 09:00:00,30.01.2015 19:33:43,"73 days, 10 hours",6345223000
12112495,46,Variant 144,144,19.11.2014 09:00:00,06.01.2015 22:39:42,"48 days, 13 hours",4196382000
12114492,45,Variant 145,145,22.11.2014 09:00:00,21.01.2015 09:00:00,60 days,5184000000
12122647,42,Variant 146,146,24.11.2014 09:00:00,15.01.2015 09:00:00,52 days,4492800000
12181116,47,Variant 147,147,24.11.2014 09:00:00,21.01.2015 09:00:00,58 days,5011200000
12189089,13,Variant 148,148,25.11.2014 09:00:00,27.11.2014 22:33:04,"2 days, 13 hours",221584000
12228074,44,Variant 149,149,28.11.2014 09:00:00,12.02.2015 22:57:23,"76 days, 13 hours",6616643000
12237927,13,Variant 150,150,28.11.2014 09:00:00,01.12.2014 21:29:59,"3 days, 12 hours",304199000
12336689,13,Variant 3,3,01.12.2014 09:00:00,05.12.2014 18:30:30,"4 days, 9 hours",379830000
12341499,62,Variant 151,151,01.12.2014 09:00:00,11.02.2015 09:00:00,72 days,6220800000
12349956,25,Variant 152,152,02.12.2014 09:00:00,02.03.2015 09:00:00,90 days,7776000000
12460352,46,Variant 153,153,09.12.2014 09:00:00,29.01.2015 09:00:00,51 days,4406400000
12462194,15,Variant 154,154,08.12.2014 09:00:00,28.01.2015 09:00:00,51 days,4406400000
12467162,21,Variant 155,155,10.12.2014 09:00:00,10.02.2015 09:00:00,62 days,5356800000
12491915,68,Variant 156,156,11.12.2014 09:00:00,03.03.2015 22:12:10,"82 days, 13 hours",7132330000
12515664,14,Variant 157,157,12.12.2014 09:00:00,12.02.2015 09:00:00,62 days,5356800000
12517999,42,Variant 158,158,13.12.2014 09:00:00,29.01.2015 09:00:00,47 days,4060800000
12536197,44,Variant 159,159,14.12.2014 09:00:00,13.01.2015 23:23:10,"30 days, 14 hours",2643790000
12539803,46,Variant 160,160,15.12.2014 09:00:00,29.01.2015 09:00:00,45 days,3888000000
12543359,23,Variant 161,161,15.12.2014 09:00:00,12.02.2015 09:00:00,59 days,5097600000
12550928,40,Variant 162,162,17.12.2014 09:00:00,29.01.2015 09:00:00,43 days,3715200000
12566305,59,Variant 163,163,17.12.2014 09:00:00,26.02.2015 09:00:00,71 days,6134400000
